车牌号：鲁CF2927;发动机号：71041633;VIN码：GX030049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,发生时间,存储时间,转速(转/分),GPS车速(公里/时),GPS方向,GPS海拔,GPS经度,GPS纬度,GPS里程(公里),PTO开关,车辆加速限值状态,怠速油耗,发动机控制设备源地址,发动机扭矩模式,发动机油温,发动机制动控制设备,风扇驱动状态,负载百分比,环境温度,环境压力,机油压力,进气歧管温度,进气歧管压力,空调开关,空调压力风扇开关,冷却剂温度,离合器状态,里程(km),脉冲车速(km/h),扭矩,平均油耗,请求风扇转速,刹车状态 ,实际制动器扭矩百分比,瞬时油耗,巡航控制状态,巡航使用油耗,油耗,油门位置,制动器扭矩模式,驻车制动,总油耗
65,2017/3/9 14:08,2017/3/9 14:08,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,14.0(℃),100.0（kPa）,0.0（kPa）,27.3（℃）,0( kPa),0,压力正常,47.7（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
66,2017/3/9 14:08,2017/3/9 14:08,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.99(℃),100.0（kPa）,0.0（kPa）,27.3（℃）,0( kPa),0,压力正常,47.8（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
67,2017/3/9 14:08,2017/3/9 14:08,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.98(℃),100.0（kPa）,0.0（kPa）,27.2（℃）,0( kPa),0,压力正常,47.8（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
68,2017/3/9 14:08,2017/3/9 14:08,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.98(℃),100.0（kPa）,0.0（kPa）,27.2（℃）,0( kPa),0,压力正常,47.8（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
69,2017/3/9 14:08,2017/3/9 14:08,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.97(℃),100.0（kPa）,0.0（kPa）,27.2（℃）,0( kPa),0,压力正常,47.9（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
70,2017/3/9 14:07,2017/3/9 14:08,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.96(℃),100.0（kPa）,0.0（kPa）,27.1（℃）,0( kPa),0,压力正常,47.9（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
71,2017/3/9 14:07,2017/3/9 14:08,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.96(℃),100.0（kPa）,0.0（kPa）,27.1（℃）,0( kPa),0,压力正常,47.9（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
72,2017/3/9 14:07,2017/3/9 14:08,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.95(℃),100.0（kPa）,0.0（kPa）,27.1（℃）,0( kPa),0,压力正常,48.0（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
73,2017/3/9 14:07,2017/3/9 14:08,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.94(℃),100.0（kPa）,0.0（kPa）,27.0（℃）,0( kPa),0,压力正常,48.0（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
74,2017/3/9 14:07,2017/3/9 14:08,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.94(℃),100.0（kPa）,0（kPa）,27（℃）,0( kPa),0,压力正常,48.0（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
75,2017/3/9 14:07,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.94(℃),100.0（kPa）,0.0（kPa）,26.9（℃）,0( kPa),0,压力正常,48.0（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
76,2017/3/9 14:07,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.95(℃),100.0（kPa）,0.0（kPa）,26.9（℃）,0( kPa),0,压力正常,48.1（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
77,2017/3/9 14:07,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.95(℃),100.0（kPa）,0.0（kPa）,26.8（℃）,0( kPa),0,压力正常,48.1（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
78,2017/3/9 14:07,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.95(℃),100.0（kPa）,0.0（kPa）,26.7（℃）,0( kPa),0,压力正常,48.1（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
79,2017/3/9 14:07,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.95(℃),100.0（kPa）,0.0（kPa）,26.7（℃）,0( kPa),0,压力正常,48.2（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
80,2017/3/9 14:07,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.96(℃),100.0（kPa）,0.0（kPa）,26.6（℃）,0( kPa),0,压力正常,48.2（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
81,2017/3/9 14:07,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.96(℃),100.0（kPa）,0.0（kPa）,26.5（℃）,0( kPa),0,压力正常,48.3（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
82,2017/3/9 14:07,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.96(℃),100.0（kPa）,0.0（kPa）,26.5（℃）,0( kPa),0,压力正常,48.3（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
83,2017/3/9 14:07,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.97(℃),100.0（kPa）,0.0（kPa）,26.4（℃）,0( kPa),0,压力正常,48.3（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
84,2017/3/9 14:07,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.97(℃),100.0（kPa）,0.0（kPa）,26.3（℃）,0( kPa),0,压力正常,48.4（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
85,2017/3/9 14:07,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.97(℃),100.0（kPa）,0.0（kPa）,26.3（℃）,0( kPa),0,压力正常,48.4（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
86,2017/3/9 14:07,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.98(℃),100.0（kPa）,0.0（kPa）,26.2（℃）,0( kPa),0,压力正常,48.4（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
87,2017/3/9 14:07,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.98(℃),100.0（kPa）,0.0（kPa）,26.1（℃）,0( kPa),0,压力正常,48.5（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
88,2017/3/9 14:07,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.98(℃),100.0（kPa）,0.0（kPa）,26.1（℃）,0( kPa),0,压力正常,48.5（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
89,2017/3/9 14:07,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.99(℃),100.0（kPa）,0.0（kPa）,26.0（℃）,0( kPa),0,压力正常,48.5（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
90,2017/3/9 14:07,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.99(℃),100.0（kPa）,0.0（kPa）,25.9（℃）,0( kPa),0,压力正常,48.5（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
91,2017/3/9 14:07,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.99(℃),100.0（kPa）,0.0（kPa）,25.9（℃）,0( kPa),0,压力正常,48.6（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
92,2017/3/9 14:07,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,14.0(℃),100.0（kPa）,0.0（kPa）,25.8（℃）,0( kPa),0,压力正常,48.6（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
93,2017/3/9 14:07,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,14.0(℃),100.0（kPa）,0.0（kPa）,25.7（℃）,0( kPa),0,压力正常,48.6（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
94,2017/3/9 14:07,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,14.0(℃),100.0（kPa）,0.0（kPa）,25.7（℃）,0( kPa),0,压力正常,48.7（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
95,2017/3/9 14:07,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,14.0(℃),100.0（kPa）,0.0（kPa）,25.6（℃）,0( kPa),0,压力正常,48.7（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
96,2017/3/9 14:07,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,14.01(℃),100.0（kPa）,0.0（kPa）,25.5（℃）,0( kPa),0,压力正常,48.8（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
97,2017/3/9 14:07,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,14.01(℃),100.0（kPa）,0.0（kPa）,25.5（℃）,0( kPa),0,压力正常,48.8（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
98,2017/3/9 14:07,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,14.01(℃),100.0（kPa）,0.0（kPa）,25.4（℃）,0( kPa),0,压力正常,48.8（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
99,2017/3/9 14:07,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,14.02(℃),100.0（kPa）,0.0（kPa）,25.3（℃）,0( kPa),0,压力正常,48.9（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
100,2017/3/9 14:06,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,14.02(℃),100.0（kPa）,0.0（kPa）,25.3（℃）,0( kPa),0,压力正常,48.9（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
101,2017/3/9 14:06,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,14.02(℃),100.0（kPa）,0.0（kPa）,25.2（℃）,0( kPa),0,压力正常,48.9（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
102,2017/3/9 14:06,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,14.03(℃),100.0（kPa）,0.0（kPa）,25.1（℃）,0( kPa),0,压力正常,49.0（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
103,2017/3/9 14:06,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.50L,0,其他,42.0（℃）,15,风扇关闭,0（%）,14.03(℃),100.0（kPa）,0.0（kPa）,25.1（℃）,0( kPa),0,压力正常,49.0（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.00L,125.0( km/L),0.00(%),0, 驻车制动有效,17103.50L
104,2017/3/9 14:06,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,14.03(℃),100.0（kPa）,0（kPa）,25（℃）,0( kPa),0,压力正常,49.0（℃）,0,112582,0,0（%）,6( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,125( km/L),0.00(%),0, 驻车制动有效,17103.5L
105,2017/3/9 14:06,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,14.02(℃),100.0（kPa）,10.3（kPa）,24.9（℃）,0( kPa),0,压力正常,49.0（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,120.8( km/L),0.00(%),0, 驻车制动有效,17103.5L
106,2017/3/9 14:06,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,14.01(℃),100.0（kPa）,20.6（kPa）,24.9（℃）,0( kPa),0,压力正常,49.0（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,116.7( km/L),0.00(%),0, 驻车制动有效,17103.5L
107,2017/3/9 14:06,2017/3/9 14:07,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.99(℃),100.0（kPa）,30.9（kPa）,24.8（℃）,0( kPa),0,压力正常,49.0（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,112.5( km/L),0.00(%),0, 驻车制动有效,17103.5L
108,2017/3/9 14:06,2017/3/9 14:06,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.98(℃),100.0（kPa）,41.2（kPa）,24.7（℃）,0( kPa),0,压力正常,49.0（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,108.3( km/L),0.00(%),0, 驻车制动有效,17103.5L
109,2017/3/9 14:06,2017/3/9 14:06,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.97(℃),100.0（kPa）,51.5（kPa）,24.7（℃）,0( kPa),0,压力正常,49.0（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,104.2( km/L),0.00(%),0, 驻车制动有效,17103.5L
110,2017/3/9 14:06,2017/3/9 14:06,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.96(℃),100.0（kPa）,61.8（kPa）,24.6（℃）,0( kPa),0,压力正常,49.0（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,100.0( km/L),0.00(%),0, 驻车制动有效,17103.5L
111,2017/3/9 14:06,2017/3/9 14:06,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.95(℃),100.0（kPa）,72.1（kPa）,24.5（℃）,0( kPa),0,压力正常,49.0（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,95.8( km/L),0.00(%),0, 驻车制动有效,17103.5L
112,2017/3/9 14:06,2017/3/9 14:06,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.94(℃),100.0（kPa）,82.4（kPa）,24.5（℃）,0( kPa),0,压力正常,49.0（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,91.7( km/L),0.00(%),0, 驻车制动有效,17103.5L
113,2017/3/9 14:06,2017/3/9 14:06,0,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,41（%）,13.93(℃),100.0（kPa）,92.7（kPa）,24.4（℃）,0( kPa),0,压力正常,49.0（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,87.5( km/L),0.00(%),0, 驻车制动有效,17103.5L
114,2017/3/9 14:06,2017/3/9 14:06,120,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0,其他,42.0（℃）,15,风扇关闭,0（%）,13.92(℃),100.0（kPa）,103.1（kPa）,24.3（℃）,0( kPa),0,压力正常,49.0（℃）,0,112582,0,0（%）,6.0( km/L),0.00(%),0,0(%),0（L/h）,关闭/未激活,0.0L,83.3( km/L),0.00(%),0, 驻车制动有效,17103.5L
115,2017/3/9 14:06,2017/3/9 14:06,600,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0, 低怠速控制模式/无请求,42.0（℃）,15,风扇关闭,13（%）,13.91(℃),100.0（kPa）,113.4（kPa）,24.3（℃）,0( kPa),0,压力正常,49.0（℃）,0,112582,0,7（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,79.2( km/L),0.00(%),0, 驻车制动有效,17103.5L
116,2017/3/9 14:06,2017/3/9 14:06,600,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0, 低怠速控制模式/无请求,42.0（℃）,15,风扇关闭,12（%）,13.9(℃),100.0（kPa）,123.7（kPa）,24.2（℃）,0( kPa),0,压力正常,49.0（℃）,0,112582,1,7（%）,6.0( km/L),0.00(%),1,0(%),1（L/h）,关闭/未激活,0.0L,75.0( km/L),0.00(%),0,驻车制动释放,17103.5L
117,2017/3/9 14:06,2017/3/9 14:06,600,0,正北,3,120.315003,37.663696,112582,,限制未激活,109.5L,0, 低怠速控制模式/无请求,42.0（℃）,15,风扇关闭,16（%）,13.89(℃),100.0（kPa）,134.0（kPa）,24.1（℃）,0( kPa),0,压力正常,49.0（℃）,0,112582,2,8（%）,6.0( km/L),0.00(%),1,0(%),2（L/h）,关闭/未激活,0.0L,70.8( km/L),0.00(%),0,驻车制动释放,17103.5L
118,2017/3/9 14:06,2017/3/9 14:06,600,0,西偏北49度,3,120.3150097,37.6636983,112582,,限制未激活,109.5L,0, 低怠速控制模式/无请求,42.0（℃）,15,风扇关闭,17（%）,13.88(℃),100.0（kPa）,144.3（kPa）,24.1（℃）,0( kPa),0,压力正常,49.0（℃）,1,112582,2,9（%）,6.0( km/L),0.00(%),0,0(%),2（L/h）,关闭/未激活,0.0L,66.7( km/L),13.20(%),0,驻车制动释放,17103.5L
119,2017/3/9 14:06,2017/3/9 14:06,600,0,西偏北49度,3,120.3150163,37.6637007,112582,,限制未激活,109.5L,0,油门踏板/驾驶请求,42.0（℃）,15,风扇关闭,14（%）,13.87(℃),100.0（kPa）,154.6（kPa）,24.0（℃）,0( kPa),0,压力正常,49.0（℃）,1,112582,2,9（%）,6.0( km/L),0.00(%),0,0(%),2（L/h）,关闭/未激活,0.0L,62.5( km/L),13.20(%),0,驻车制动释放,17103.5L
120,2017/3/9 14:06,2017/3/9 14:06,660,0,西偏北49度,3,120.315023,37.663703,112582,,限制未激活,109.5L,0, 低怠速控制模式/无请求,42.0（℃）,15,风扇关闭,30（%）,13.86(℃),100.0（kPa）,164.9（kPa）,23.9（℃）,0( kPa),0,压力正常,49.0（℃）,1,112582,3,16（%）,6.0( km/L),0.00(%),0,0(%),4（L/h）,关闭/未激活,0.0L,58.3( km/L),15.20(%),0,驻车制动释放,17103.5L
121,2017/3/9 14:06,2017/3/9 14:06,580,2.3,西偏北45度,3,120.3150323,37.6637037,112582,,限制未激活,109.5L,0, 低怠速控制模式/无请求,42.0（℃）,15,风扇关闭,31（%）,13.85(℃),100.0（kPa）,175.2（kPa）,23.8（℃）,0( kPa),0,压力正常,49.0（℃）,1,112582,0,14（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,54.2( km/L),13.60(%),0,驻车制动释放,17103.5L
122,2017/3/9 14:06,2017/3/9 14:06,580,4.7,西偏北45度,3,120.3150417,37.6637043,112582,,限制未激活,109.5L,0, 低怠速控制模式/无请求,42.0（℃）,15,风扇关闭,12（%）,13.84(℃),100.0（kPa）,185.5（kPa）,23.8（℃）,0( kPa),0,压力正常,49.0（℃）,1,112582,0,7（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,50.0( km/L),0.00(%),0,驻车制动释放,17103.5L
123,2017/3/9 14:06,2017/3/9 14:06,600,7,西偏北45度,3,120.315051,37.663705,112582,,限制未激活,109.5L,0, 低怠速控制模式/无请求,42.0（℃）,15,风扇关闭,12（%）,13.83(℃),100.0（kPa）,195.8（kPa）,23.7（℃）,0( kPa),0,压力正常,49.0（℃）,1,112582,2,5（%）,6.0( km/L),0.00(%),0,0(%),1（L/h）,关闭/未激活,0.0L,45.8( km/L),0.00(%),0,驻车制动释放,17103.5L
124,2017/3/9 14:06,2017/3/9 14:06,640,4.7,西偏北50度,4.3,120.3151557,37.663631,112582,,限制未激活,109.5L,0, 低怠速控制模式/无请求,42.0（℃）,15,风扇关闭,11（%）,13.82(℃),100.0（kPa）,206.1（kPa）,23.6（℃）,0( kPa),0,压力正常,49.0（℃）,1,112582,7,9（%）,6.0( km/L),0.00(%),1,0(%),0（L/h）,关闭/未激活,0.0L,41.7( km/L),0.00(%),0,驻车制动释放,17103.5L
